id_mutation,date_mutation,annee,adresse,voie,commune,nb_pieces,surface_m2,prix_eur,eur_m2,distance_m,latitude,longitude
2025-1284092,2025-07-07,2025,1 RUE DU DELTA,RUE DU DELTA,75109,2,60.0,940000,15667,149,48.882289,2.34951
2025-1283602,2025-07-07,2025,2 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,1,9.0,60000,6667,284,48.885824,2.347161
2025-1283571,2025-07-08,2025,7 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,2,42.0,405000,9643,266,48.884196,2.344928
2025-1283398,2025-07-09,2025,75 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,2,30.0,478000,15933,263,48.881548,2.346116
2025-1283235,2025-07-09,2025,2 RUE D ORSEL,RUE D ORSEL,75118,5,135.0,1330901,9859,161,48.8842,2.346534
2025-1283172,2025-07-10,2025,177 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,5,133.0,1491749,11216,165,48.882037,2.349268
2025-1284172,2025-07-10,2025,3 SQ PETRELLE,SQ PETRELLE,75109,2,43.0,407140,9468,283,48.880866,2.348895
2025-1284462,2025-07-11,2025,2 RUE DES POISSONNIERS,RUE DES POISSONNIERS,75118,1,19.0,100000,5263,279,48.88559,2.350185
2025-1283361,2025-07-17,2025,89 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,15.0,273000,18200,261,48.882326,2.345176
2025-1283081,2025-07-17,2025,63 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,3,52.0,447000,8596,224,48.885013,2.35018
2025-1284679,2025-07-17,2025,5 RUE SEVESTE,RUE SEVESTE,75118,2,28.0,325000,11607,275,48.883596,2.344614
2025-1283834,2025-07-18,2025,177 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,7,186.0,2215424,11911,165,48.882037,2.349268
2025-1284489,2025-07-23,2025,18 BD BARBES,BD BARBES,75118,1,11.0,50000,4545,209,48.884894,2.35007
2025-1284132,2025-07-25,2025,66 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,26.0,237000,9115,260,48.881252,2.346927
2025-1284784,2025-07-25,2025,159 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,4,80.0,690000,8625,289,48.880897,2.349494
2025-1284964,2025-07-30,2025,38 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,2,39.0,373000,9564,252,48.881284,2.349615
2025-1284554,2025-07-31,2025,28 RUE PETRELLE,RUE PETRELLE,75109,2,28.0,502807,17957,288,48.880974,2.346963
2025-1284455,2025-07-31,2025,58 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75118,3,45.0,320000,7111,252,48.883361,2.344915
2025-1285355,2025-08-01,2025,191 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,1,25.0,254000,10160,60,48.883109,2.349064
2025-1285310,2025-08-01,2025,6 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,1,34.0,539000,15853,110,48.884306,2.347791
2025-1284771,2025-08-07,2025,9 BD BARBES,BD BARBES,75118,2,33.0,287200,8703,185,48.884958,2.349209
2025-1285806,2025-08-26,2025,1 RUE DES POISSONNIERS,RUE DES POISSONNIERS,75118,3,40.0,400000,10000,296,48.885875,2.34981
2025-1286346,2025-08-28,2025,4 RUE D ORSEL,RUE D ORSEL,75118,2,36.0,343600,9544,161,48.8842,2.346534
2025-1285570,2025-08-29,2025,12 PL D ANVERS,PL D ANVERS,75109,1,12.0,180000,15000,277,48.882547,2.34479
2025-1285911,2025-08-29,2025,4 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,1,18.0,168000,9333,290,48.885838,2.346976
2025-1285928,2025-09-04,2025,8 AV TRUDAINE,AV TRUDAINE,75109,2,32.0,456750,14273,262,48.88195,2.345519
2025-1286184,2025-09-04,2025,50 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,2,34.0,230000,6765,278,48.885472,2.350465
2025-1286395,2025-09-05,2025,42 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,2,31.0,280000,9032,294,48.885227,2.351259
2025-1285800,2025-09-08,2025,3 RUE GERANDO,RUE GERANDO,75109,1,18.0,187000,10389,276,48.882124,2.34512
2025-1285875,2025-09-08,2025,9 RUE DE SOFIA,RUE DE SOFIA,75118,2,26.0,198800,7646,135,48.884598,2.348553
2025-1286332,2025-09-09,2025,4 AV TRUDAINE,AV TRUDAINE,75109,2,50.0,680000,13600,236,48.882043,2.345872
2025-1287032,2025-09-10,2025,25 RUE D ORSEL,RUE D ORSEL,75118,2,30.0,272000,9067,284,48.88375,2.344518
2025-1287791,2025-09-12,2025,81 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,2,44.0,442810,10064,186,48.882329,2.346401
2025-1286865,2025-09-12,2025,7 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,1,47.0,473250,10069,266,48.884196,2.344928
2025-1287409,2025-09-17,2025,15 RUE ANDRE DEL SARTE,RUE ANDRE DEL SARTE,75118,3,41.0,456500,11134,299,48.885536,2.345892
2025-1286944,2025-09-22,2025,83 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,19.0,175000,9211,178,48.88243,2.346408
2025-1288232,2025-09-24,2025,25 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,2,35.0,465000,13286,176,48.882939,2.346053
2025-1287582,2025-09-24,2025,32 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75118,2,41.0,370000,9024,80,48.883832,2.347488
2025-1287946,2025-09-29,2025,189 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,1,33.0,245000,7424,39,48.883058,2.348545
2025-1288069,2025-10-02,2025,11 RUE DU DELTA,RUE DU DELTA,75109,2,47.0,434000,9234,138,48.882166,2.348034
2025-1288351,2025-10-03,2025,175 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,4,49.0,480000,9796,192,48.881697,2.348896
2025-1288238,2025-10-06,2025,63 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,2,27.0,275000,10185,224,48.885013,2.35018
2025-1289015,2025-10-07,2025,26 RUE PETRELLE,RUE PETRELLE,75109,3,31.0,320000,10323,277,48.881023,2.347184
2025-1287783,2025-10-08,2025,7 RUE CHRISTIANI,RUE CHRISTIANI,75118,1,27.0,248500,9204,196,48.885128,2.34881
2025-1287853,2025-10-10,2025,50 RUE DE LA GOUTTE D OR,RUE DE LA GOUTTE D OR,75118,3,55.0,399600,7265,278,48.885472,2.350465
2025-1289266,2025-10-14,2025,66 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,25.0,235000,9400,260,48.881252,2.346927
2025-1288422,2025-10-15,2025,6 RUE DE CLIGNANCOURT,RUE DE CLIGNANCOURT,75118,2,57.0,491500,8623,110,48.884306,2.347791
2025-1288117,2025-10-16,2025,17 RUE DU DELTA,RUE DU DELTA,75109,3,43.0,505000,11744,145,48.882238,2.347434
2025-1289199,2025-10-20,2025,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,13.0,222500,17115,216,48.881589,2.347274
2025-1289072,2025-10-24,2025,7 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,2,26.0,210000,8077,19,48.883255,2.348514
2025-1289917,2025-10-24,2025,2 RUE LIVINGSTONE,RUE LIVINGSTONE,75118,2,46.0,274000,5957,215,48.88435,2.345814
2025-1289976,2025-10-27,2025,7 RUE CHRISTIANI,RUE CHRISTIANI,75118,4,92.0,920000,10000,196,48.885128,2.34881
2025-1290388,2025-10-29,2025,15 RUE DE SOFIA,RUE DE SOFIA,75118,2,51.0,475000,9314,110,48.884306,2.347791
2025-1289483,2025-10-30,2025,15 RUE DU DELTA,RUE DU DELTA,75109,2,36.0,361400,10039,138,48.882262,2.347576
2025-1290811,2025-10-31,2025,10 RUE PIERRE PICARD,RUE PIERRE PICARD,75118,1,16.0,160750,10047,240,48.884938,2.346068
2025-1289239,2025-11-04,2025,4 RUE D ORSEL,RUE D ORSEL,75118,1,25.0,233000,9320,161,48.8842,2.346534
2025-1289915,2025-11-12,2025,13 RUE DE SOFIA,RUE DE SOFIA,75118,2,24.0,185000,7708,123,48.88449,2.348168
2025-1289905,2025-11-13,2025,92 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,23.0,241000,10478,74,48.882927,2.347633
2025-1290096,2025-11-14,2025,28 RUE PETRELLE,RUE PETRELLE,75109,2,34.0,139750,4110,288,48.880974,2.346963
2025-1290651,2025-11-20,2025,17 RUE BELHOMME,RUE BELHOMME,75118,2,44.0,420000,9545,128,48.884541,2.348422
2025-1290638,2025-11-25,2025,15 RUE D ORSEL,RUE D ORSEL,75118,1,19.0,180000,9474,212,48.883933,2.345578
2025-1291467,2025-11-26,2025,7 RUE D ORSEL,RUE D ORSEL,75118,5,91.0,1137200,12497,163,48.883851,2.346245
2025-1291209,2025-11-27,2025,5 RUE CHRISTIANI,RUE CHRISTIANI,75118,3,68.0,634560,9332,196,48.885128,2.34881
2025-1291088,2025-11-28,2025,4 SQ PETRELLE,SQ PETRELLE,75109,5,92.0,1194550,12984,297,48.880788,2.34924
2025-1290614,2025-12-01,2025,13 RUE GERANDO,RUE GERANDO,75109,3,69.0,890100,12900,198,48.882735,2.345837
2025-1291648,2025-12-02,2025,89 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,3,58.0,747750,12892,261,48.882326,2.345176
2025-1291413,2025-12-02,2025,2 RUE DES POISSONNIERS,RUE DES POISSONNIERS,75118,1,19.0,200000,10526,279,48.88559,2.350185
2025-1291558,2025-12-03,2025,10 RUE DU DELTA,RUE DU DELTA,75109,3,58.0,825000,14224,75,48.882719,2.348439
2025-1290977,2025-12-04,2025,35 BD MARGUERITE DE ROCHECHOUART,BD MARGUERITE DE ROCHECHOUART,75109,1,67.0,290000,4328,235,48.88277,2.345288
2025-1291097,2025-12-05,2025,64 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,24.0,403000,16792,280,48.881058,2.34691
2025-1291303,2025-12-05,2025,22 BD BARBES,BD BARBES,75118,6,142.0,850000,5986,221,48.885079,2.349947
2025-1291695,2025-12-11,2025,4 RUE DU DELTA,RUE DU DELTA,75109,4,77.0,795000,10325,107,48.882592,2.349164
2025-1291378,2025-12-12,2025,183 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,4,90.0,925000,10278,95,48.882741,2.349211
2025-1291366,2025-12-15,2025,78 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,14.0,150000,10714,175,48.882142,2.346914
2025-1292260,2025-12-15,2025,189 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,2,47.0,476500,10138,39,48.883058,2.348545
2025-1291431,2025-12-16,2025,71 RUE DE DUNKERQUE,RUE DE DUNKERQUE,75109,1,21.0,210000,10000,216,48.881589,2.347274
2025-1292037,2025-12-16,2025,4 RUE GERANDO,RUE GERANDO,75109,2,35.0,357700,10220,262,48.882003,2.345463
2025-1292546,2025-12-17,2025,24 BD BARBES,BD BARBES,75118,3,90.0,840000,9333,256,48.885449,2.349917
2025-1292625,2025-12-18,2025,4 RUE GERANDO,RUE GERANDO,75109,2,42.0,460000,10952,262,48.882003,2.345463
2025-1292646,2025-12-19,2025,66 RUE MARGUERITE DE ROCHECHOUART,RUE MARGUERITE DE ROCHECHOUART,75109,1,24.0,194000,8083,260,48.881252,2.346927
2025-1292600,2025-12-19,2025,4 RUE D ORSEL,RUE D ORSEL,75118,2,28.0,200000,7143,161,48.8842,2.346534
2025-1292078,2025-12-23,2025,183 RUE DU FG POISSONNIERE,RUE DU FG POISSONNIERE,75109,3,70.0,670000,9571,123,48.882554,2.349457
2025-1292934,2025-12-30,2025,155 BD DE MAGENTA,BD DE MAGENTA,75109,6,172.0,1262500,7340,55,48.883314,2.349106
2025-1292954,2025-12-30,2025,6 RUE DU DELTA,RUE DU DELTA,75109,2,45.0,647620,14392,91,48.882692,2.349015
